total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
469,187,93,453,164,443,229,68,51,307,3
375,258,64,376,417,35,9,44,4,489,0
117,40,8,269,422,309,458,67,65,319,2
475,381,67,158,341,199,325,51,11,275,5
437,309,73,458,145,150,309,21,62,220,2
55,228,36,434,453,337,40,18,93,389,1
401,387,10,286,236,499,382,63,12,120,5
165,217,82,250,90,458,472,78,94,213,1
130,162,50,367,338,347,213,20,43,138,1
307,20,33,420,127,309,96,99,62,156,2
464,192,91,386,363,74,89,17,79,160,4
354,244,91,394,314,255,65,38,97,197,1
452,17,9,243,275,288,286,78,83,111,0
493,145,57,408,88,22,303,27,20,203,1
14,472,36,466,174,164,140,41,2,489,2
460,11,64,303,398,261,93,28,18,195,1
121,60,84,190,346,388,387,17,13,163,0
303,159,28,75,218,392,76,32,95,472,5
227,301,7,328,117,7,185,71,0,75,2
21,117,82,329,272,339,360,65,27,4,3
51,205,5,348,308,174,18,61,5,468,4
379,90,2,417,122,341,376,4,50,413,0
286,116,89,478,228,32,160,60,60,144,0
158,230,28,91,22,351,486,73,95,356,4
187,230,88,285,11,86,243,77,64,53,3
464,289,69,53,362,15,82,94,61,292,2
347,82,33,93,134,360,145,70,91,493,5
66,14,48,442,284,136,61,14,25,356,1
406,224,58,230,421,390,434,1,63,69,5
418,395,90,134,466,230,309,91,8,321,4
261,312,32,451,435,261,332,63,67,98,2
371,385,16,153,212,37,300,46,95,401,5
173,49,4,441,461,68,373,57,84,64,5
392,331,30,374,237,88,37,7,73,239,4
180,24,44,472,302,249,279,16,94,314,2
179,485,35,173,308,366,94,32,95,286,0
209,91,92,261,245,356,256,89,30,397,4
322,335,4,496,471,440,352,79,17,160,2
428,64,36,157,410,21,151,21,67,47,5
376,96,8,372,308,80,97,78,46,390,4
338,91,71,488,128,167,6,29,19,395,4
195,308,21,495,341,167,45,34,25,126,4
241,175,96,17,285,331,277,98,92,228,0
374,2,0,471,320,175,306,90,93,450,2
345,277,69,277,44,427,270,20,68,24,0
474,245,43,227,147,480,183,4,77,271,3
339,107,24,495,219,26,424,88,46,39,2
270,287,3,395,336,72,227,3,15,347,4
151,106,77,292,421,436,127,22,83,411,3
184,486,0,310,491,461,370,34,55,61,1
347,300,4,21,94,6,380,21,38,118,2
90,470,9,433,217,263,346,92,81,326,2
446,332,28,77,383,55,452,9,46,496,2
130,276,14,377,45,232,291,7,60,385,1
487,297,73,491,492,481,409,61,16,258,3
273,410,51,88,64,15,99,42,56,163,5
427,186,92,395,196,311,286,0,31,85,4
10,399,59,421,293,389,468,88,8,216,1
157,126,50,45,86,293,77,78,77,328,2
417,137,91,426,104,176,213,92,65,322,0
298,345,52,54,368,452,61,38,90,119,4
241,282,29,100,75,332,142,74,24,323,0
233,243,85,213,169,23,40,12,43,109,3
84,129,86,14,79,217,422,89,64,15,3
220,258,55,493,334,387,216,55,69,148,4
126,405,18,143,264,457,189,50,98,4,0
400,86,27,94,389,183,96,6,50,33,4
208,222,20,373,421,67,482,12,77,443,2
216,292,84,226,387,438,178,20,5,298,0
121,297,43,453,55,51,231,20,67,197,5
395,60,46,194,11,136,336,0,35,132,3
276,194,71,309,473,233,375,19,8,391,1
141,477,36,455,124,24,327,73,95,442,0
354,225,49,25,423,213,198,10,17,316,4
301,297,81,278,219,121,464,94,38,383,0
236,201,25,306,211,136,467,52,0,485,4
372,253,15,158,168,274,67,79,64,492,4
353,398,62,73,338,15,240,87,17,258,4
281,175,11,284,48,283,218,4,58,201,2
152,152,7,365,267,109,153,42,14,482,0
458,420,16,174,178,66,396,9,99,113,4
237,305,42,185,116,403,477,50,84,112,5
267,13,38,497,424,32,171,40,16,188,4
315,191,31,369,169,327,426,55,50,81,2
77,424,1,310,79,291,171,76,30,457,5
359,270,47,171,408,9,334,55,58,389,2
281,19,76,127,392,196,362,53,89,318,5
435,34,66,383,137,54,17,85,37,288,1
264,229,39,140,224,16,163,31,49,386,4
495,468,62,254,323,404,453,31,6,405,0
69,107,19,269,359,250,54,74,93,17,2
240,365,95,399,45,304,247,35,86,231,3
180,47,11,490,130,346,473,39,67,179,5
220,1,65,90,407,33,138,47,62,362,3
358,240,21,167,486,104,464,7,39,491,1
372,136,42,483,474,171,420,71,95,312,2
165,234,74,132,142,417,377,74,35,325,3
56,336,33,46,355,288,43,24,4,487,2
29,114,66,226,264,273,364,82,1,69,3
12,473,35,341,415,149,66,23,15,112,4
102,183,34,257,364,375,12,49,60,431,1
433,84,23,240,145,154,158,51,37,180,3
208,140,96,359,461,108,126,41,90,114,1
107,37,84,418,361,379,63,53,9,237,0
16,225,72,18,462,388,263,71,97,403,1
324,250,24,56,12,352,80,22,64,206,5
372,483,50,498,100,242,435,67,68,8,0
392,223,81,353,177,211,15,72,1,331,5
347,266,41,354,162,489,251,61,17,494,5
278,182,47,468,377,84,29,59,0,171,4
224,50,21,171,226,158,254,35,54,7,2
62,193,47,175,139,303,298,13,55,132,5
4,376,95,464,300,67,471,77,42,451,2
386,11,62,293,396,77,85,95,19,490,5
277,217,28,304,57,11,321,29,45,468,5
298,229,66,86,311,71,319,63,73,328,1
471,142,11,277,232,480,202,88,37,215,2
349,348,87,226,92,404,395,84,81,441,4
183,82,20,186,386,186,24,87,3,193,0
127,238,41,37,198,488,329,23,47,231,3
38,162,15,115,432,49,263,28,94,127,2
79,174,32,422,375,161,288,49,11,67,0
344,410,8,435,413,173,280,0,12,273,2
208,349,76,369,380,96,22,1,87,30,4
81,293,1,446,304,349,243,83,37,476,3
333,392,41,108,47,42,20,72,39,4,1
344,479,74,226,436,56,50,74,92,74,4
477,52,30,133,45,190,264,8,80,145,5
124,124,2,131,121,126,207,82,18,358,2
328,206,11,460,363,458,232,61,59,409,2
424,241,13,10,290,105,457,57,91,435,2
67,197,47,293,328,328,476,41,76,206,4
487,178,12,43,452,17,107,46,21,337,3
57,325,14,443,19,32,67,27,36,151,0
400,354,49,10,354,95,396,5,5,93,1
393,323,75,218,17,475,492,88,69,257,2
356,428,86,107,290,40,27,23,90,45,5
61,176,48,303,60,60,468,19,4,115,0
356,281,14,80,16,338,381,95,2,448,2
214,97,52,308,218,153,255,68,96,434,4
189,257,84,309,139,496,116,71,52,166,2
246,113,83,129,436,341,75,69,69,360,0
448,32,60,6,201,169,362,49,27,117,0
370,425,66,27,167,459,101,48,79,452,0
299,103,56,141,112,384,221,25,90,189,4
297,231,27,371,317,358,227,95,84,357,0
291,202,32,76,402,309,297,33,53,85,4
200,278,20,404,37,295,357,67,2,2,1
150,91,6,357,64,14,167,53,27,17,5
449,53,92,400,269,294,86,49,68,373,4
467,97,62,348,371,236,298,42,18,119,0
331,315,68,412,317,175,303,59,22,343,1
475,37,62,258,392,232,298,13,79,239,0
222,88,56,192,219,156,32,36,67,368,2
32,101,33,284,143,233,12,81,4,368,2
320,104,65,24,142,372,255,43,68,10,0
366,61,71,435,287,338,386,64,20,261,1
79,22,64,308,377,431,58,88,76,188,1
115,191,45,249,155,99,20,62,51,360,1
84,47,38,122,462,429,334,88,58,87,1
9,255,95,288,384,417,64,20,15,16,2
209,162,82,406,134,492,337,20,9,312,2
323,429,44,41,424,394,131,19,69,291,5
319,84,88,403,338,188,306,78,24,454,4
263,347,44,455,445,163,98,22,45,70,1
316,405,67,176,113,173,138,45,73,443,5
11,343,59,450,51,341,377,38,7,78,2
20,281,76,322,58,475,438,29,82,451,4
103,215,83,225,68,177,391,39,14,451,4
292,374,46,404,336,387,237,90,96,142,0
121,8,95,148,35,477,32,75,59,109,4
166,484,32,372,300,94,322,22,37,154,1
470,304,15,12,256,78,207,19,5,312,3
496,89,59,482,75,13,493,27,32,23,3
227,115,26,16,175,61,73,27,61,264,5
299,441,81,286,231,32,30,79,6,15,4
417,140,58,483,367,304,82,52,70,314,1
185,464,22,271,167,311,122,45,20,457,2
13,186,8,459,425,463,415,47,53,376,3
458,64,54,273,117,399,443,12,42,473,0
136,286,20,89,105,483,257,19,16,213,3
422,409,45,86,30,368,427,45,69,262,3
47,60,34,310,133,335,73,72,65,137,2
88,84,21,176,55,24,395,81,80,208,0
142,85,51,351,6,238,351,92,70,262,3
69,198,13,50,427,443,103,76,5,54,4
229,266,64,231,273,250,412,45,32,340,4
216,461,69,32,262,142,472,53,33,378,1
21,294,68,307,4,78,358,78,45,50,1
97,206,88,412,423,100,291,15,63,448,0
282,143,93,47,10,436,474,90,42,247,2
47,199,98,496,485,312,444,85,92,301,0
115,186,19,130,10,50,248,47,4,445,0
175,445,83,431,309,496,465,74,80,409,4
254,309,46,259,149,363,310,0,63,26,3
282,127,52,184,77,227,205,94,2,458,0
174,481,19,464,89,95,275,57,72,460,3
4,408,2,451,264,375,235,11,96,438,4
313,114,45,375,281,221,286,63,66,60,1
333,261,17,116,461,221,395,50,34,129,0
397,291,87,348,103,362,69,14,15,388,5
242,33,41,139,288,251,124,88,57,349,4
310,394,70,367,145,77,59,49,9,108,4
55,287,69,471,140,295,467,28,53,27,1
415,65,92,355,86,311,220,56,73,75,4
113,219,40,481,357,450,190,59,20,34,3
242,453,69,91,416,447,411,32,44,484,0
4,326,86,297,492,264,489,15,77,314,2
148,80,26,169,443,488,33,75,83,359,3
334,260,92,398,277,70,476,60,80,72,2
427,474,99,442,484,196,218,72,91,141,5
336,400,30,197,225,45,278,89,96,146,2
276,497,42,250,243,179,124,86,59,338,2
480,419,79,224,59,42,174,95,65,152,4
40,486,83,143,98,482,166,59,62,375,3
475,57,3,488,68,492,372,90,35,296,5
268,204,30,367,414,328,191,75,23,143,5
16,353,41,36,133,260,14,63,28,138,1
100,302,15,180,217,304,97,31,89,411,0
179,179,70,152,62,363,199,50,41,339,2
394,374,32,18,318,123,134,97,74,392,2
434,78,45,315,81,19,351,21,54,235,5
133,440,7,309,227,307,467,25,57,368,5
273,9,26,141,57,60,464,58,83,37,5
421,117,11,199,406,392,396,14,34,88,5
418,450,79,148,418,238,259,43,1,140,3
201,217,45,54,126,290,453,56,56,18,4
313,466,89,168,61,157,171,87,97,216,4
401,38,13,2,46,414,73,38,71,241,5
6,324,57,261,103,46,14,46,39,411,0
19,3,18,275,356,400,104,61,29,164,2
341,5,87,345,216,238,169,70,75,368,2
462,267,66,441,70,324,395,10,30,439,3
94,56,28,482,109,400,254,54,13,54,0
473,129,58,371,94,181,163,7,82,432,0
436,255,42,233,135,357,448,62,77,438,5
220,440,50,48,66,33,65,39,21,195,4
149,252,74,471,44,28,338,57,31,297,1
239,443,19,491,161,244,49,81,22,20,2
379,206,78,39,5,420,172,91,7,300,3
493,444,48,240,209,380,325,31,23,499,4
102,121,49,433,24,414,405,94,11,157,3
398,67,44,66,129,440,408,97,73,336,5
110,489,79,256,201,136,69,18,27,5,1
247,35,66,380,91,158,475,16,40,18,4
464,322,66,117,162,142,471,76,21,378,3
496,381,91,24,40,454,337,0,54,397,0
258,398,21,397,495,321,245,16,1,475,2
488,216,5,332,390,198,67,51,66,289,1
339,312,8,390,68,310,361,23,12,465,4
443,140,72,122,28,343,71,10,79,115,0
412,249,80,323,442,315,89,9,90,112,4
85,229,57,140,61,483,362,18,90,192,3
80,170,98,65,407,148,227,50,65,463,3
294,499,52,154,177,403,3,71,10,175,2
228,79,28,464,133,497,341,71,94,246,1
438,310,39,427,383,58,452,95,12,152,4
169,265,57,426,39,227,3,19,13,55,1
127,54,29,14,322,237,378,64,21,179,4
352,40,82,475,62,30,128,47,65,297,0
466,199,3,149,472,229,437,56,91,414,2
158,160,72,302,205,329,280,84,32,443,3
261,56,22,16,67,487,156,87,88,321,4
454,263,10,192,330,384,320,20,31,105,5
268,315,70,55,201,10,453,91,74,395,0
217,462,70,95,278,209,428,42,73,373,3
499,246,30,184,422,206,306,80,61,469,2
318,398,19,32,67,164,464,60,24,408,3
424,122,88,42,110,22,400,27,45,19,3
373,398,26,449,200,169,240,4,19,305,5
178,462,18,182,305,237,455,66,0,414,2
434,28,38,122,379,52,337,47,57,111,0
318,152,35,497,432,460,274,38,38,293,1
349,298,65,388,22,351,98,55,48,207,5
125,407,55,8,96,204,396,91,90,69,1
463,123,58,232,454,444,119,39,42,489,0
370,31,61,376,134,382,165,8,82,22,2
89,246,97,139,481,340,238,45,84,142,3
255,105,73,193,286,382,192,95,89,453,2
258,88,48,259,25,283,21,8,14,86,0
327,452,37,419,388,53,56,65,85,258,3
187,461,80,400,450,146,21,90,61,431,3
141,134,45,353,479,498,5,83,96,71,5
287,101,81,290,72,185,227,67,97,105,1
167,425,64,46,239,88,190,63,96,374,4
476,277,76,15,187,230,99,94,82,40,5
188,442,64,146,485,199,444,56,9,21,1
126,21,2,189,232,264,270,83,29,49,0
386,459,92,187,223,31,334,64,95,353,4
470,2,78,205,180,108,406,6,37,73,2
115,83,9,385,57,324,70,55,45,265,4
408,497,11,53,134,183,382,18,38,144,2
373,296,93,411,97,311,232,72,48,4,3
111,390,35,435,422,462,86,83,69,343,2
171,415,42,256,89,321,4,12,53,306,3
204,489,84,57,87,494,105,27,68,487,4
51,313,20,332,442,129,225,75,47,423,5
183,208,8,345,499,254,22,70,27,106,3
166,364,53,421,67,451,91,81,26,239,3
91,230,82,321,26,438,281,47,53,306,2
328,160,18,57,254,321,61,94,16,21,5
433,21,35,7,55,316,300,22,22,70,4
216,90,94,472,88,97,48,44,42,397,2
343,110,61,497,227,357,395,13,17,295,4
208,331,85,128,380,8,361,98,52,325,5
313,48,63,160,253,283,432,33,12,60,3
102,473,46,131,54,211,424,51,46,147,2
193,70,23,139,388,459,32,28,57,324,4
184,448,9,373,345,48,482,91,82,453,1
63,398,55,274,426,458,161,0,31,377,1
113,440,24,93,11,298,166,46,96,125,3
331,176,20,285,427,151,79,86,48,492,2
494,179,36,395,355,290,249,25,54,291,5
444,432,39,100,306,268,131,15,58,22,4
187,489,13,299,332,371,231,28,23,388,3
163,31,74,440,7,20,23,70,37,329,3
273,437,10,486,216,242,334,78,11,416,2
460,184,39,225,367,297,67,20,0,160,2
316,452,33,113,114,340,340,42,51,184,4
399,55,54,312,12,80,310,94,3,60,1
138,476,20,295,399,346,471,20,9,405,5
388,22,49,83,360,383,249,53,82,287,5
180,228,40,435,56,161,192,38,70,344,2
57,42,68,249,245,13,166,97,6,229,1
204,258,13,374,213,435,442,10,37,418,5
33,431,82,65,261,415,52,43,16,315,2
497,2,84,216,491,462,32,54,52,134,1
242,430,70,350,127,158,16,48,55,105,3
335,86,74,355,121,374,351,51,5,82,2
348,388,39,13,442,459,377,69,23,182,0
192,4,18,464,218,402,437,46,19,49,1
447,11,70,123,5,466,458,37,63,232,1
207,479,96,228,494,276,434,85,38,332,1
309,275,38,259,339,278,13,61,85,307,1
71,183,18,31,1,286,394,88,13,272,3
477,199,63,167,427,208,448,50,77,432,2
192,414,27,369,125,37,31,10,40,278,1
341,412,9,1,459,249,64,31,54,308,2
449,9,16,253,381,211,211,72,41,311,4
242,407,17,32,2,174,172,90,84,149,1
365,454,20,103,417,340,380,27,7,111,5
482,412,41,207,190,286,288,28,9,434,0
137,33,45,499,90,136,447,43,35,194,3
367,148,88,0,207,266,68,70,33,194,2
373,477,80,128,495,474,42,96,7,39,0
253,227,97,273,128,410,283,29,2,376,0
478,397,41,228,361,98,487,42,39,124,4
139,16,42,44,48,321,210,37,60,244,3
60,390,14,182,355,208,433,22,28,379,3
439,467,22,65,205,242,4,45,55,416,2
339,100,60,496,144,151,340,85,78,25,4
276,201,25,9,213,422,493,99,57,30,1
475,276,22,167,187,266,469,32,0,162,5
433,234,70,373,161,143,381,35,44,359,1
259,384,64,108,81,181,220,94,30,321,1
235,438,87,171,145,485,201,79,57,24,5
69,186,86,405,31,495,6,21,2,148,4
14,0,59,64,17,124,42,70,94,343,2
232,492,51,210,127,312,84,71,34,21,2
31,308,15,491,115,335,279,97,76,287,0
209,42,72,21,467,270,377,28,3,298,4
158,453,45,196,224,155,32,91,41,197,3
111,128,31,410,145,158,61,5,42,228,2
204,399,26,112,76,475,351,79,52,11,0
117,126,67,486,179,292,305,23,57,47,4
46,188,30,17,51,438,387,1,79,155,5
402,452,69,39,259,34,471,60,56,163,4
57,215,72,200,16,193,413,41,26,146,4
473,67,37,369,224,136,152,55,36,243,0
134,223,19,249,180,64,127,75,23,350,0
223,225,95,491,72,56,392,21,96,146,0
27,271,55,399,78,146,432,42,81,425,2
381,221,56,45,491,151,231,3,18,263,0
367,413,21,105,102,470,162,67,82,371,2
321,246,32,312,142,317,336,96,98,68,4
313,196,29,168,499,181,410,65,58,124,0
168,255,83,260,0,373,252,44,69,213,1
213,45,89,431,349,82,393,38,39,319,1
407,414,83,293,349,71,63,65,33,351,2
205,268,64,22,84,261,228,9,54,439,3
319,25,34,331,481,368,145,49,93,410,5
56,35,90,261,407,422,361,27,42,171,1
272,300,91,315,165,468,196,71,7,100,2
473,45,75,240,306,96,377,70,52,71,4
285,459,74,344,288,421,223,27,89,208,0
63,108,8,113,409,258,339,96,15,453,4
219,390,44,113,111,390,104,43,40,94,1
75,55,63,285,494,358,189,2,35,366,1
356,384,15,307,157,325,491,74,70,491,4
464,173,7,466,459,230,375,21,88,175,0
175,1,66,33,369,191,442,57,73,128,2
494,150,10,237,217,202,486,42,87,242,1
79,45,89,35,374,448,288,32,32,87,3
344,346,67,178,420,207,357,91,20,453,5
443,321,94,49,34,174,427,31,61,148,0
396,268,92,87,333,183,197,96,51,486,3
235,84,50,494,317,352,368,72,96,106,1
364,293,65,332,248,214,85,73,65,109,1
422,142,72,419,160,62,475,59,49,446,4
105,98,43,460,329,354,241,93,58,77,3
210,413,84,342,367,416,469,51,20,357,5
121,287,76,480,297,371,340,88,13,36,0
98,420,75,495,346,24,427,10,55,463,1
126,14,36,244,29,324,277,46,77,393,0
214,472,59,408,13,348,30,42,32,227,2
11,148,15,428,164,355,193,53,17,335,5
12,111,42,210,287,367,466,58,32,62,1
160,430,99,53,149,459,403,30,33,102,2
34,228,50,53,190,191,8,56,58,32,5
313,199,95,79,417,50,158,45,47,112,3
115,212,72,427,122,345,150,69,74,380,5
11,30,27,133,402,173,253,34,72,67,0
389,1,70,155,52,244,454,9,11,487,5
136,451,63,106,50,360,415,96,99,227,5
200,227,11,71,230,340,414,74,91,428,4
85,232,93,397,349,414,239,47,82,138,5
193,13,82,291,144,260,29,59,43,260,5
325,269,66,97,444,202,405,69,73,57,1
134,130,44,111,144,184,307,24,43,224,5
435,317,87,333,247,189,327,89,0,124,0
36,104,30,478,306,291,195,39,42,133,0
138,21,42,460,225,275,286,0,72,261,5
197,475,61,479,425,169,386,98,93,9,1
63,83,53,470,126,17,100,42,49,172,5
18,464,16,153,332,273,444,19,38,350,3
475,145,47,27,106,264,268,73,64,457,4
233,268,7,268,5,119,246,68,21,86,2
103,441,25,322,465,89,35,0,15,44,0
154,264,64,375,346,293,29,30,57,133,0
406,174,5,25,280,47,347,11,20,21,3
211,396,93,77,161,476,417,49,39,203,5
121,460,45,22,174,395,298,69,40,390,2
299,203,17,135,413,238,72,42,39,135,0
431,334,91,432,309,433,214,88,78,416,5
212,123,60,115,111,120,177,97,54,86,1
136,245,1,84,386,34,221,14,97,342,0
333,208,95,215,59,405,102,22,37,145,5
134,67,94,171,199,337,420,37,58,211,5
75,335,86,102,259,73,491,97,5,198,5
246,400,12,460,382,415,67,92,23,250,1
481,41,47,172,92,79,414,3,65,285,2
25,466,66,188,222,12,28,86,97,402,0
332,294,94,439,415,467,277,84,90,105,3
294,337,99,155,486,459,495,83,59,173,0
119,256,54,162,365,41,487,60,38,88,3
261,284,33,295,171,54,499,12,7,249,1
457,215,17,258,415,20,411,42,75,66,5
9,402,48,475,68,420,371,4,43,396,4
214,241,74,68,201,200,483,17,92,145,3
425,448,26,397,250,135,189,19,33,385,1
390,420,68,254,119,18,354,79,59,73,0
45,380,70,373,83,449,83,9,50,90,3
132,1,76,122,120,312,150,46,19,97,1
91,72,70,110,352,221,483,22,56,328,3
215,209,56,352,438,184,99,61,89,111,1
365,428,72,419,54,383,165,18,23,19,5
333,443,62,188,181,249,73,34,3,62,1
261,362,81,380,407,125,96,3,96,151,5
486,360,41,35,368,385,246,64,4,489,4
99,409,70,79,101,336,96,74,59,378,2
349,112,58,389,31,64,208,71,15,38,3
359,307,22,427,222,68,166,99,52,452,2
180,490,55,313,223,326,62,73,27,134,2
204,210,68,88,428,400,180,38,93,470,2
416,361,29,319,81,471,145,0,54,170,3
107,104,88,311,349,479,453,16,94,224,4
403,246,98,186,209,384,274,19,33,468,3
390,359,26,331,18,425,427,6,90,426,2
78,68,34,237,199,421,417,87,49,225,0
394,75,67,415,105,398,401,89,15,290,5
363,304,0,388,342,468,202,95,3,98,1
417,69,15,91,282,52,220,6,7,403,2
9,444,79,292,395,118,193,61,46,31,1
111,453,18,173,366,68,456,74,34,34,1
411,161,27,411,239,240,281,75,81,479,3
67,190,28,317,120,341,431,78,98,283,1
461,331,86,236,460,132,135,79,18,361,5
418,87,96,468,192,108,304,82,68,354,3
463,28,32,441,158,194,66,64,27,83,3
239,489,77,75,168,191,147,1,22,82,2
397,294,6,482,125,402,236,94,70,326,3
301,0,20,440,97,462,238,30,40,413,4
110,5,56,53,144,8,458,65,2,91,1
385,252,38,212,394,362,202,76,69,458,1
168,444,88,146,218,369,326,64,86,484,0
203,75,48,401,67,238,248,72,69,337,1
90,115,69,233,135,151,313,12,68,30,2
342,0,98,317,168,44,315,82,90,421,3
19,409,0,454,252,167,20,36,17,375,0
206,285,29,200,391,460,224,39,12,440,2
252,220,35,171,392,33,73,13,67,419,4
288,164,18,329,319,49,458,70,13,202,2
42,415,5,492,474,464,44,55,5,194,1
402,149,90,264,230,155,77,72,84,58,5
128,120,70,223,321,94,341,84,26,186,2
434,209,89,372,411,358,439,95,89,201,4
453,227,65,156,93,393,6,4,63,97,3
415,225,92,284,187,267,133,43,56,121,0
459,256,39,254,16,312,470,50,21,11,0
76,224,86,423,204,140,407,68,11,380,5
295,127,72,318,189,231,103,58,53,451,4
36,357,49,236,264,493,62,74,32,454,1
190,2,22,331,207,274,109,34,65,121,4
23,490,78,389,13,30,253,93,48,428,0
404,73,9,387,82,360,71,84,95,211,3
447,400,6,233,148,431,386,38,86,205,2
28,9,52,110,17,287,432,48,96,188,3
284,390,29,56,192,293,131,12,64,47,0
254,312,27,77,346,396,208,33,62,377,4
53,363,12,213,186,276,2,31,32,2,5
424,426,89,146,107,199,399,44,81,189,1
48,57,5,342,147,467,330,54,90,25,4
416,121,32,57,278,313,176,25,14,498,3
321,104,31,16,363,42,404,35,78,276,0
55,267,57,40,139,380,339,75,41,471,3
335,495,9,347,303,308,379,18,94,82,3
432,130,83,333,84,451,331,96,67,105,3
490,206,36,198,156,382,346,53,57,384,2
236,426,63,172,335,139,481,26,42,104,1
440,412,47,297,55,8,252,7,39,404,2
420,179,85,432,471,56,78,67,71,66,0
229,446,81,116,109,481,401,32,99,469,3
453,37,87,189,311,263,133,90,8,281,1
444,282,21,388,250,65,242,21,90,310,4
106,163,42,151,137,378,394,13,45,352,4
54,214,94,347,416,55,392,54,77,347,5
229,375,45,138,30,12,436,96,32,70,0
436,295,86,123,376,168,10,5,39,80,0
351,335,7,160,203,268,177,9,91,272,0
51,131,62,113,189,346,326,53,9,287,1
247,3,12,192,274,221,160,12,5,65,1
163,370,41,318,489,353,0,34,8,426,0
213,390,21,250,453,6,125,4,36,414,2
223,231,82,327,200,393,82,5,56,99,0
292,386,16,32,216,332,127,71,30,498,5
242,46,96,315,411,482,203,53,22,357,2
492,177,30,151,443,352,430,25,39,118,3
179,2,49,405,183,130,163,78,96,208,3
75,446,72,243,188,377,224,47,63,231,3
355,298,88,307,73,191,251,4,74,202,5
7,65,88,137,348,443,431,56,68,304,4
457,479,38,122,255,477,40,82,91,130,4
185,107,87,75,420,454,7,27,99,322,0
262,288,43,489,170,262,80,23,25,367,1
25,29,68,119,315,397,204,82,57,257,0
111,312,28,436,429,223,187,49,86,387,1
18,382,6,246,493,401,145,46,70,404,0
387,154,4,395,315,456,242,16,18,93,3
